sep=; 
"region";"url_region";"estacion";"estacion_enlinea";"url_estacion";"provincia";"comuna";"coord_utm";"huso";"longitud";"latitud";"contaminante";"contaminante_desc";"contaminante_cod";"contaminante_tecnica";"contaminante_fechaInicio";"contaminante_fechaFin";"contaminante_altura";"url_contaminante";"fecha_consulta";"pollutant";"unidad";"macro";"from";"to";"fecha_fin_actual";"url_descarga";"metrica";"ano_inicio";"ano_fin";"mes_inicio";"mes_fin"
"V";"/index.php/region/index/id/V";"San Pedro";TRUE;"/index.php/estacion/index/id/41";"Quillota";"Quillota";"287372 E 6353370 N";"19";-71.2742914076228;-32.9372883327218;"Material particulado MP 10";"(MP 10 - µg/m3N)";"PM10";"Atenuación Beta";1998-10-15;2020-07-16;NA;"//sinca.mma.gob.cl/cgi-bin/APUB-MMA/apub.htmlindico2.cgi?page=pageFrame&header=San Pedro&macropath=./RV/514/Cal/PM10&macro=PM10.horario.horario&from=070801&to=200716&";2020-07-16;"mp10";"ug/m3N";"./RV/514/Cal/PM10/PM10.horario.horario.ic";"070801";"200716";TRUE;"/cgi-bin/APUB-MMA/apub.tsindico2.cgi?outtype=xcl&macro=./RV/514/Cal/PM10/PM10.horario.horario.ic&from=070801&to=200716&path=/usr/airviro/data/CONAMA/&lang=esp";"Horario";2007;2020;"08";"07"
"V";"/index.php/region/index/id/V";"San Pedro";TRUE;"/index.php/estacion/index/id/41";"Quillota";"Quillota";"287372 E 6353370 N";"19";-71.2742914076228;-32.9372883327218;"Material particulado MP 2,5";"(MP 2,5 - µg/m3)";"PM25";"Atenuación Beta";2020-04-25;2020-07-16;NA;"//sinca.mma.gob.cl/cgi-bin/APUB-MMA/apub.htmlindico2.cgi?page=pageFrame&header=San Pedro&macropath=./RV/514/Cal/PM25&macro=PM25.diario.diario&from=200425&to=200715&";2020-07-16;"mp2.5";"ug/m3";"./RV/514/Cal/PM25/PM25.diario.diario.ic";"200425";"200715";TRUE;"/cgi-bin/APUB-MMA/apub.tsindico2.cgi?outtype=xcl&macro=./RV/514/Cal/PM25/PM25.diario.diario.ic&from=200425&to=200715&path=/usr/airviro/data/CONAMA/&lang=esp";"Diario";2020;2020;"04";"07"
"V";"/index.php/region/index/id/V";"San Pedro";TRUE;"/index.php/estacion/index/id/41";"Quillota";"Quillota";"287372 E 6353370 N";"19";-71.2742914076228;-32.9372883327218;"Material particulado MP 2,5";"(MP 2,5 - µg/m3)";"PM25";"Atenuación Beta";2020-04-25;2020-07-16;NA;"//sinca.mma.gob.cl/cgi-bin/APUB-MMA/apub.htmlindico2.cgi?page=pageFrame&header=San Pedro&macropath=./RV/514/Cal/PM25&macro=PM25.horario.horario&from=200424&to=200716&";2020-07-16;"mp2.5";"ug/m3";"./RV/514/Cal/PM25/PM25.horario.horario.ic";"200424";"200716";TRUE;"/cgi-bin/APUB-MMA/apub.tsindico2.cgi?outtype=xcl&macro=./RV/514/Cal/PM25/PM25.horario.horario.ic&from=200424&to=200716&path=/usr/airviro/data/CONAMA/&lang=esp";"Horario";2020;2020;"04";"07"
"V";"/index.php/region/index/id/V";"San Pedro";TRUE;"/index.php/estacion/index/id/41";"Quillota";"Quillota";"287372 E 6353370 N";"19";-71.2742914076228;-32.9372883327218;"Hidrocarburos totales";"(HCT - ppm)";"THCM";"Detección Fotometrica de Llama";1999-12-30;2020-07-15;NA;"//sinca.mma.gob.cl/cgi-bin/APUB-MMA/apub.htmlindico2.cgi?page=pageFrame&header=San Pedro&macropath=./RV/514/Cal/THCM&macro=THCM.diario.diario&from=991230&to=200715&";2020-07-16;"hc_tot";"ppm";"./RV/514/Cal/THCM/THCM.diario.diario.ic";"991230";"200715";FALSE;"/cgi-bin/APUB-MMA/apub.tsindico2.cgi?outtype=xcl&macro=./RV/514/Cal/THCM/THCM.diario.diario.ic&from=991230&to=200715&path=/usr/airviro/data/CONAMA/&lang=esp";"Diario";1999;2020;"12";"07"
"V";"/index.php/region/index/id/V";"San Pedro";TRUE;"/index.php/estacion/index/id/41";"Quillota";"Quillota";"287372 E 6353370 N";"19";-71.2742914076228;-32.9372883327218;"Hidrocarburos totales";"(HCT - ppm)";"THCM";"Detección Fotometrica de Llama";1999-12-30;2020-07-15;NA;"//sinca.mma.gob.cl/cgi-bin/APUB-MMA/apub.htmlindico2.cgi?page=pageFrame&header=San Pedro&macropath=./RV/514/Cal/THCM&macro=THCM.horario.horario&from=991230&to=200716&";2020-07-16;"hc_tot";"ppm";"./RV/514/Cal/THCM/THCM.horario.horario.ic";"991230";"200716";FALSE;"/cgi-bin/APUB-MMA/apub.tsindico2.cgi?outtype=xcl&macro=./RV/514/Cal/THCM/THCM.horario.horario.ic&from=991230&to=200716&path=/usr/airviro/data/CONAMA/&lang=esp";"Horario";1999;2020;"12";"07"
"V";"/index.php/region/index/id/V";"San Pedro";TRUE;"/index.php/estacion/index/id/41";"Quillota";"Quillota";"287372 E 6353370 N";"19";-71.2742914076228;-32.9372883327218;"Dirección del viento";"Dirección del viento(Dir. viento - °)";"WDIR";"Potenciometro";2007-08-01;2020-07-16;"10m";"//sinca.mma.gob.cl/cgi-bin/APUB-MMA/apub.htmlindico2.cgi?page=pageFrame&header=San Pedro&macropath=./RV/514/Met/WDIR&macro=horario_010&from=070801&to=200716&";2020-07-16;"wd_10m";"°";"./RV/514/Met/WDIR/horario_010.ic";"070801";"200716";TRUE;"/cgi-bin/APUB-MMA/apub.tsindico2.cgi?outtype=xcl&macro=./RV/514/Met/WDIR/horario_010.ic&from=070801&to=200716&path=/usr/airviro/data/CONAMA/&lang=esp";"Horario";2007;2020;"08";"07"
"V";"/index.php/region/index/id/V";"San Pedro";TRUE;"/index.php/estacion/index/id/41";"Quillota";"Quillota";"287372 E 6353370 N";"19";-71.2742914076228;-32.9372883327218;"Velocidad del viento";"Velocidad del viento(Vel. viento - m/s)";"WSPD";"Generación de Pulso";1998-10-14;2020-05-19;"10m";"//sinca.mma.gob.cl/cgi-bin/APUB-MMA/apub.htmlindico2.cgi?page=pageFrame&header=San Pedro&macropath=./RV/514/Met/WSPD&macro=horario_010&from=981014&to=200519&";2020-07-16;"ws_10m";"m/s";"./RV/514/Met/WSPD/horario_010.ic";"981014";"200519";FALSE;"/cgi-bin/APUB-MMA/apub.tsindico2.cgi?outtype=xcl&macro=./RV/514/Met/WSPD/horario_010.ic&from=981014&to=200519&path=/usr/airviro/data/CONAMA/&lang=esp";"Horario";1998;2020;"10";"05"
"V";"/index.php/region/index/id/V";"Manzanar";FALSE;"/index.php/estacion/index/id/6";"Quillota";"Quillota";"278154 E 6355829 N";"19";-71.3722246281917;-32.9132931112758;"Dióxido de azufre";"(SO2 - µg/m3N)";"0001";"No informado";2007-12-22;2010-11-30;NA;"//sinca.mma.gob.cl/cgi-bin/APUB-MMA/apub.htmlindico2.cgi?page=pageFrame&header=Manzanar&macropath=./RV/533/Cal/0001&macro=0001.diario.diario&from=071222&to=101130&";2020-07-16;"so2";"ug/m3N";"./RV/533/Cal/0001/0001.diario.diario.ic";"071222";"101130";FALSE;"/cgi-bin/APUB-MMA/apub.tsindico2.cgi?outtype=xcl&macro=./RV/533/Cal/0001/0001.diario.diario.ic&from=071222&to=101130&path=/usr/airviro/data/CONAMA/&lang=esp";"Diario";2007;2010;"12";"11"
"V";"/index.php/region/index/id/V";"Manzanar";FALSE;"/index.php/estacion/index/id/6";"Quillota";"Quillota";"278154 E 6355829 N";"19";-71.3722246281917;-32.9132931112758;"Dióxido de azufre";"(SO2 - µg/m3N)";"0001";"No informado";2007-12-22;2010-11-30;NA;"//sinca.mma.gob.cl/cgi-bin/APUB-MMA/apub.htmlindico2.cgi?page=pageFrame&header=Manzanar&macropath=./RV/533/Cal/0001&macro=0001.horario.horario&from=071221&to=101130&";2020-07-16;"so2";"ug/m3N";"./RV/533/Cal/0001/0001.horario.horario.ic";"071221";"101130";FALSE;"/cgi-bin/APUB-MMA/apub.tsindico2.cgi?outtype=xcl&macro=./RV/533/Cal/0001/0001.horario.horario.ic&from=071221&to=101130&path=/usr/airviro/data/CONAMA/&lang=esp";"Horario";2007;2010;"12";"11"
"V";"/index.php/region/index/id/V";"Manzanar";FALSE;"/index.php/estacion/index/id/6";"Quillota";"Quillota";"278154 E 6355829 N";"19";-71.3722246281917;-32.9132931112758;"Monóxido de nitrógeno";"";"0002";"No informado";2007-12-22;2010-11-24;NA;"//sinca.mma.gob.cl/cgi-bin/APUB-MMA/apub.htmlindico2.cgi?page=pageFrame&header=Manzanar&macropath=./RV/533/Cal/0002&macro=0002.diario.diario&from=071222&to=101124&";2020-07-16;"no";"s/i";"./RV/533/Cal/0002/0002.diario.diario.ic";"071222";"101124";FALSE;"/cgi-bin/APUB-MMA/apub.tsindico2.cgi?outtype=xcl&macro=./RV/533/Cal/0002/0002.diario.diario.ic&from=071222&to=101124&path=/usr/airviro/data/CONAMA/&lang=esp";"Diario";2007;2010;"12";"11"
"V";"/index.php/region/index/id/V";"Manzanar";FALSE;"/index.php/estacion/index/id/6";"Quillota";"Quillota";"278154 E 6355829 N";"19";-71.3722246281917;-32.9132931112758;"Monóxido de nitrógeno";"";"0002";"No informado";2007-12-22;2010-11-24;NA;"//sinca.mma.gob.cl/cgi-bin/APUB-MMA/apub.htmlindico2.cgi?page=pageFrame&header=Manzanar&macropath=./RV/533/Cal/0002&macro=0002.horario.horario&from=071221&to=101125&";2020-07-16;"no";"s/i";"./RV/533/Cal/0002/0002.horario.horario.ic";"071221";"101125";FALSE;"/cgi-bin/APUB-MMA/apub.tsindico2.cgi?outtype=xcl&macro=./RV/533/Cal/0002/0002.horario.horario.ic&from=071221&to=101125&path=/usr/airviro/data/CONAMA/&lang=esp";"Horario";2007;2010;"12";"11"
"V";"/index.php/region/index/id/V";"Manzanar";FALSE;"/index.php/estacion/index/id/6";"Quillota";"Quillota";"278154 E 6355829 N";"19";-71.3722246281917;-32.9132931112758;"Dióxido de nitrógeno";"(NO2 - µg/m3N)";"0003";"No informado";2007-12-22;2010-11-24;NA;"//sinca.mma.gob.cl/cgi-bin/APUB-MMA/apub.htmlindico2.cgi?page=pageFrame&header=Manzanar&macropath=./RV/533/Cal/0003&macro=0003.diario.diario&from=071222&to=101124&";2020-07-16;"no2";"ug/m3N";"./RV/533/Cal/0003/0003.diario.diario.ic";"071222";"101124";FALSE;"/cgi-bin/APUB-MMA/apub.tsindico2.cgi?outtype=xcl&macro=./RV/533/Cal/0003/0003.diario.diario.ic&from=071222&to=101124&path=/usr/airviro/data/CONAMA/&lang=esp";"Diario";2007;2010;"12";"11"
"V";"/index.php/region/index/id/V";"Manzanar";FALSE;"/index.php/estacion/index/id/6";"Quillota";"Quillota";"278154 E 6355829 N";"19";-71.3722246281917;-32.9132931112758;"Dióxido de nitrógeno";"(NO2 - µg/m3N)";"0003";"No informado";2007-12-22;2010-11-24;NA;"//sinca.mma.gob.cl/cgi-bin/APUB-MMA/apub.htmlindico2.cgi?page=pageFrame&header=Manzanar&macropath=./RV/533/Cal/0003&macro=0003.horario.horario&from=071221&to=101125&";2020-07-16;"no2";"ug/m3N";"./RV/533/Cal/0003/0003.horario.horario.ic";"071221";"101125";FALSE;"/cgi-bin/APUB-MMA/apub.tsindico2.cgi?outtype=xcl&macro=./RV/533/Cal/0003/0003.horario.horario.ic&from=071221&to=101125&path=/usr/airviro/data/CONAMA/&lang=esp";"Horario";2007;2010;"12";"11"
"V";"/index.php/region/index/id/V";"Manzanar";FALSE;"/index.php/estacion/index/id/6";"Quillota";"Quillota";"278154 E 6355829 N";"19";-71.3722246281917;-32.9132931112758;"Monóxido de carbono";"(CO - µg/m3N)";"0004";"No informado";2007-12-22;2010-11-30;NA;"//sinca.mma.gob.cl/cgi-bin/APUB-MMA/apub.htmlindico2.cgi?page=pageFrame&header=Manzanar&macropath=./RV/533/Cal/0004&macro=0004.diario.diario&from=071222&to=101130&";2020-07-16;"co";"ug/m3N";"./RV/533/Cal/0004/0004.diario.diario.ic";"071222";"101130";FALSE;"/cgi-bin/APUB-MMA/apub.tsindico2.cgi?outtype=xcl&macro=./RV/533/Cal/0004/0004.diario.diario.ic&from=071222&to=101130&path=/usr/airviro/data/CONAMA/&lang=esp";"Diario";2007;2010;"12";"11"
"V";"/index.php/region/index/id/V";"Manzanar";FALSE;"/index.php/estacion/index/id/6";"Quillota";"Quillota";"278154 E 6355829 N";"19";-71.3722246281917;-32.9132931112758;"Monóxido de carbono";"(CO - µg/m3N)";"0004";"No informado";2007-12-22;2010-11-30;NA;"//sinca.mma.gob.cl/cgi-bin/APUB-MMA/apub.htmlindico2.cgi?page=pageFrame&header=Manzanar&macropath=./RV/533/Cal/0004&macro=0004.horario.horario&from=071221&to=101130&";2020-07-16;"co";"ug/m3N";"./RV/533/Cal/0004/0004.horario.horario.ic";"071221";"101130";FALSE;"/cgi-bin/APUB-MMA/apub.tsindico2.cgi?outtype=xcl&macro=./RV/533/Cal/0004/0004.horario.horario.ic&from=071221&to=101130&path=/usr/airviro/data/CONAMA/&lang=esp";"Horario";2007;2010;"12";"11"
"V";"/index.php/region/index/id/V";"Manzanar";FALSE;"/index.php/estacion/index/id/6";"Quillota";"Quillota";"278154 E 6355829 N";"19";-71.3722246281917;-32.9132931112758;"Ozono.-";"(O3 - µg/m3N)";"0008";"No informado";2007-12-22;2010-11-30;NA;"//sinca.mma.gob.cl/cgi-bin/APUB-MMA/apub.htmlindico2.cgi?page=pageFrame&header=Manzanar&macropath=./RV/533/Cal/0008&macro=0008.diario.diario&from=071222&to=101130&";2020-07-16;"o3";"ug/m3N";"./RV/533/Cal/0008/0008.diario.diario.ic";"071222";"101130";FALSE;"/cgi-bin/APUB-MMA/apub.tsindico2.cgi?outtype=xcl&macro=./RV/533/Cal/0008/0008.diario.diario.ic&from=071222&to=101130&path=/usr/airviro/data/CONAMA/&lang=esp";"Diario";2007;2010;"12";"11"
"V";"/index.php/region/index/id/V";"Manzanar";FALSE;"/index.php/estacion/index/id/6";"Quillota";"Quillota";"278154 E 6355829 N";"19";-71.3722246281917;-32.9132931112758;"Ozono.-";"(O3 - µg/m3N)";"0008";"No informado";2007-12-22;2010-11-30;NA;"//sinca.mma.gob.cl/cgi-bin/APUB-MMA/apub.htmlindico2.cgi?page=pageFrame&header=Manzanar&macropath=./RV/533/Cal/0008&macro=0008.horario.horario&from=071221&to=101130&";2020-07-16;"o3";"ug/m3N";"./RV/533/Cal/0008/0008.horario.horario.ic";"071221";"101130";FALSE;"/cgi-bin/APUB-MMA/apub.tsindico2.cgi?outtype=xcl&macro=./RV/533/Cal/0008/0008.horario.horario.ic&from=071221&to=101130&path=/usr/airviro/data/CONAMA/&lang=esp";"Horario";2007;2010;"12";"11"
"V";"/index.php/region/index/id/V";"Manzanar";FALSE;"/index.php/estacion/index/id/6";"Quillota";"Quillota";"278154 E 6355829 N";"19";-71.3722246281917;-32.9132931112758;"Metano";"";"0CH4";"No informado";2008-05-01;2010-11-30;NA;"//sinca.mma.gob.cl/cgi-bin/APUB-MMA/apub.htmlindico2.cgi?page=pageFrame&header=Manzanar&macropath=./RV/533/Cal/0CH4&macro=0CH4.diario.diario&from=080501&to=101130&";2020-07-16;"ch4";"s/i";"./RV/533/Cal/0CH4/0CH4.diario.diario.ic";"080501";"101130";FALSE;"/cgi-bin/APUB-MMA/apub.tsindico2.cgi?outtype=xcl&macro=./RV/533/Cal/0CH4/0CH4.diario.diario.ic&from=080501&to=101130&path=/usr/airviro/data/CONAMA/&lang=esp";"Diario";2008;2010;"05";"11"
"V";"/index.php/region/index/id/V";"Manzanar";FALSE;"/index.php/estacion/index/id/6";"Quillota";"Quillota";"278154 E 6355829 N";"19";-71.3722246281917;-32.9132931112758;"Metano";"";"0CH4";"No informado";2008-05-01;2010-11-30;NA;"//sinca.mma.gob.cl/cgi-bin/APUB-MMA/apub.htmlindico2.cgi?page=pageFrame&header=Manzanar&macropath=./RV/533/Cal/0CH4&macro=0CH4.horario.horario&from=080501&to=101130&";2020-07-16;"ch4";"s/i";"./RV/533/Cal/0CH4/0CH4.horario.horario.ic";"080501";"101130";FALSE;"/cgi-bin/APUB-MMA/apub.tsindico2.cgi?outtype=xcl&macro=./RV/533/Cal/0CH4/0CH4.horario.horario.ic&from=080501&to=101130&path=/usr/airviro/data/CONAMA/&lang=esp";"Horario";2008;2010;"05";"11"
"V";"/index.php/region/index/id/V";"Manzanar";FALSE;"/index.php/estacion/index/id/6";"Quillota";"Quillota";"278154 E 6355829 N";"19";-71.3722246281917;-32.9132931112758;"Óxidos de nitrógeno";"";"0NOX";"No informado";2007-12-22;2010-11-24;NA;"//sinca.mma.gob.cl/cgi-bin/APUB-MMA/apub.htmlindico2.cgi?page=pageFrame&header=Manzanar&macropath=./RV/533/Cal/0NOX&macro=0NOX.diario.diario&from=071222&to=101124&";2020-07-16;"nox";"s/i";"./RV/533/Cal/0NOX/0NOX.diario.diario.ic";"071222";"101124";FALSE;"/cgi-bin/APUB-MMA/apub.tsindico2.cgi?outtype=xcl&macro=./RV/533/Cal/0NOX/0NOX.diario.diario.ic&from=071222&to=101124&path=/usr/airviro/data/CONAMA/&lang=esp";"Diario";2007;2010;"12";"11"
"V";"/index.php/region/index/id/V";"Manzanar";FALSE;"/index.php/estacion/index/id/6";"Quillota";"Quillota";"278154 E 6355829 N";"19";-71.3722246281917;-32.9132931112758;"Óxidos de nitrógeno";"";"0NOX";"No informado";2007-12-22;2010-11-24;NA;"//sinca.mma.gob.cl/cgi-bin/APUB-MMA/apub.htmlindico2.cgi?page=pageFrame&header=Manzanar&macropath=./RV/533/Cal/0NOX&macro=0NOX.horario.horario&from=071221&to=101125&";2020-07-16;"nox";"s/i";"./RV/533/Cal/0NOX/0NOX.horario.horario.ic";"071221";"101125";FALSE;"/cgi-bin/APUB-MMA/apub.tsindico2.cgi?outtype=xcl&macro=./RV/533/Cal/0NOX/0NOX.horario.horario.ic&from=071221&to=101125&path=/usr/airviro/data/CONAMA/&lang=esp";"Horario";2007;2010;"12";"11"
"V";"/index.php/region/index/id/V";"Manzanar";FALSE;"/index.php/estacion/index/id/6";"Quillota";"Quillota";"278154 E 6355829 N";"19";-71.3722246281917;-32.9132931112758;"Hidrocarburos no metánicos";"";"NMHC";"No informado";2008-05-01;2008-12-31;NA;"//sinca.mma.gob.cl/cgi-bin/APUB-MMA/apub.htmlindico2.cgi?page=pageFrame&header=Manzanar&macropath=./RV/533/Cal/NMHC&macro=NMHC.diario.diario&from=080501&to=081231&";2020-07-16;"hc_nm";"s/i";"./RV/533/Cal/NMHC/NMHC.diario.diario.ic";"080501";"081231";FALSE;"/cgi-bin/APUB-MMA/apub.tsindico2.cgi?outtype=xcl&macro=./RV/533/Cal/NMHC/NMHC.diario.diario.ic&from=080501&to=081231&path=/usr/airviro/data/CONAMA/&lang=esp";"Diario";2008;2008;"05";"12"
"V";"/index.php/region/index/id/V";"Manzanar";FALSE;"/index.php/estacion/index/id/6";"Quillota";"Quillota";"278154 E 6355829 N";"19";-71.3722246281917;-32.9132931112758;"Hidrocarburos no metánicos";"";"NMHC";"No informado";2008-05-01;2008-12-31;NA;"//sinca.mma.gob.cl/cgi-bin/APUB-MMA/apub.htmlindico2.cgi?page=pageFrame&header=Manzanar&macropath=./RV/533/Cal/NMHC&macro=NMHC.horario.horario&from=080501&to=081231&";2020-07-16;"hc_nm";"s/i";"./RV/533/Cal/NMHC/NMHC.horario.horario.ic";"080501";"081231";FALSE;"/cgi-bin/APUB-MMA/apub.tsindico2.cgi?outtype=xcl&macro=./RV/533/Cal/NMHC/NMHC.horario.horario.ic&from=080501&to=081231&path=/usr/airviro/data/CONAMA/&lang=esp";"Horario";2008;2008;"05";"12"
"V";"/index.php/region/index/id/V";"Manzanar";FALSE;"/index.php/estacion/index/id/6";"Quillota";"Quillota";"278154 E 6355829 N";"19";-71.3722246281917;-32.9132931112758;"Material particulado MP 10";"(MP 10 - µg/m3N)";"PM10";"No informado";2007-12-22;2010-11-30;NA;"//sinca.mma.gob.cl/cgi-bin/APUB-MMA/apub.htmlindico2.cgi?page=pageFrame&header=Manzanar&macropath=./RV/533/Cal/PM10&macro=PM10.diario.diario&from=071222&to=101130&";2020-07-16;"mp10";"ug/m3N";"./RV/533/Cal/PM10/PM10.diario.diario.ic";"071222";"101130";FALSE;"/cgi-bin/APUB-MMA/apub.tsindico2.cgi?outtype=xcl&macro=./RV/533/Cal/PM10/PM10.diario.diario.ic&from=071222&to=101130&path=/usr/airviro/data/CONAMA/&lang=esp";"Diario";2007;2010;"12";"11"
"V";"/index.php/region/index/id/V";"Manzanar";FALSE;"/index.php/estacion/index/id/6";"Quillota";"Quillota";"278154 E 6355829 N";"19";-71.3722246281917;-32.9132931112758;"Material particulado MP 10";"(MP 10 - µg/m3N)";"PM10";"No informado";2007-12-22;2010-11-30;NA;"//sinca.mma.gob.cl/cgi-bin/APUB-MMA/apub.htmlindico2.cgi?page=pageFrame&header=Manzanar&macropath=./RV/533/Cal/PM10&macro=PM10.horario.horario&from=071221&to=101130&";2020-07-16;"mp10";"ug/m3N";"./RV/533/Cal/PM10/PM10.horario.horario.ic";"071221";"101130";FALSE;"/cgi-bin/APUB-MMA/apub.tsindico2.cgi?outtype=xcl&macro=./RV/533/Cal/PM10/PM10.horario.horario.ic&from=071221&to=101130&path=/usr/airviro/data/CONAMA/&lang=esp";"Horario";2007;2010;"12";"11"
"V";"/index.php/region/index/id/V";"Manzanar";FALSE;"/index.php/estacion/index/id/6";"Quillota";"Quillota";"278154 E 6355829 N";"19";-71.3722246281917;-32.9132931112758;"Hidrocarburos totales";"(HCT - ppm)";"THCM";"No informado";2008-05-01;2008-12-31;NA;"//sinca.mma.gob.cl/cgi-bin/APUB-MMA/apub.htmlindico2.cgi?page=pageFrame&header=Manzanar&macropath=./RV/533/Cal/THCM&macro=THCM.diario.diario&from=080501&to=081231&";2020-07-16;"hc_tot";"ppm";"./RV/533/Cal/THCM/THCM.diario.diario.ic";"080501";"081231";FALSE;"/cgi-bin/APUB-MMA/apub.tsindico2.cgi?outtype=xcl&macro=./RV/533/Cal/THCM/THCM.diario.diario.ic&from=080501&to=081231&path=/usr/airviro/data/CONAMA/&lang=esp";"Diario";2008;2008;"05";"12"
"V";"/index.php/region/index/id/V";"Manzanar";FALSE;"/index.php/estacion/index/id/6";"Quillota";"Quillota";"278154 E 6355829 N";"19";-71.3722246281917;-32.9132931112758;"Hidrocarburos totales";"(HCT - ppm)";"THCM";"No informado";2008-05-01;2008-12-31;NA;"//sinca.mma.gob.cl/cgi-bin/APUB-MMA/apub.htmlindico2.cgi?page=pageFrame&header=Manzanar&macropath=./RV/533/Cal/THCM&macro=THCM.horario.horario&from=080501&to=081231&";2020-07-16;"hc_tot";"ppm";"./RV/533/Cal/THCM/THCM.horario.horario.ic";"080501";"081231";FALSE;"/cgi-bin/APUB-MMA/apub.tsindico2.cgi?outtype=xcl&macro=./RV/533/Cal/THCM/THCM.horario.horario.ic&from=080501&to=081231&path=/usr/airviro/data/CONAMA/&lang=esp";"Horario";2008;2008;"05";"12"
"V";"/index.php/region/index/id/V";"Manzanar";FALSE;"/index.php/estacion/index/id/6";"Quillota";"Quillota";"278154 E 6355829 N";"19";-71.3722246281917;-32.9132931112758;"Dirección del viento";"Dirección del viento(Dir. viento - °)";"WDIR";"No informado";2007-12-26;2010-11-30;"10m";"//sinca.mma.gob.cl/cgi-bin/APUB-MMA/apub.htmlindico2.cgi?page=pageFrame&header=Manzanar&macropath=./RV/533/Met/WDIR&macro=horario_010&from=071226&to=101130&";2020-07-16;"wd_10m";"°";"./RV/533/Met/WDIR/horario_010.ic";"071226";"101130";FALSE;"/cgi-bin/APUB-MMA/apub.tsindico2.cgi?outtype=xcl&macro=./RV/533/Met/WDIR/horario_010.ic&from=071226&to=101130&path=/usr/airviro/data/CONAMA/&lang=esp";"Horario";2007;2010;"12";"11"
"V";"/index.php/region/index/id/V";"Manzanar";FALSE;"/index.php/estacion/index/id/6";"Quillota";"Quillota";"278154 E 6355829 N";"19";-71.3722246281917;-32.9132931112758;"Velocidad del viento";"Velocidad del viento(Vel. viento - m/s)";"WSPD";"No informado";2007-12-26;2010-11-30;"10m";"//sinca.mma.gob.cl/cgi-bin/APUB-MMA/apub.htmlindico2.cgi?page=pageFrame&header=Manzanar&macropath=./RV/533/Met/WSPD&macro=horario_010&from=071226&to=101130&";2020-07-16;"ws_10m";"m/s";"./RV/533/Met/WSPD/horario_010.ic";"071226";"101130";FALSE;"/cgi-bin/APUB-MMA/apub.tsindico2.cgi?outtype=xcl&macro=./RV/533/Met/WSPD/horario_010.ic&from=071226&to=101130&path=/usr/airviro/data/CONAMA/&lang=esp";"Horario";2007;2010;"12";"11"
"V";"/index.php/region/index/id/V";"Quilpue";TRUE;"/index.php/estacion/index/id/155";"Valparaíso";"Quilpué";"272673 E 6340819 N";"19";-71.4345000749348;-33.0474413247694;"Material particulado MP 10";"(MP 10 - µg/m3N)";"PM10";"MICROBALANZA DE ELEMENTO OSCILANTE TEOM - THERMO 1400AB";2013-12-04;2016-10-12;NA;"//sinca.mma.gob.cl/cgi-bin/APUB-MMA/apub.htmlindico2.cgi?page=pageFrame&header=Quilpue&macropath=./RV/549/Cal/PM10&macro=PM10.diario.diario&from=131204&to=161012&";2020-07-16;"mp10";"ug/m3N";"./RV/549/Cal/PM10/PM10.diario.diario.ic";"131204";"161012";FALSE;"/cgi-bin/APUB-MMA/apub.tsindico2.cgi?outtype=xcl&macro=./RV/549/Cal/PM10/PM10.diario.diario.ic&from=131204&to=161012&path=/usr/airviro/data/CONAMA/&lang=esp";"Diario";2013;2016;"12";"10"
"V";"/index.php/region/index/id/V";"Quilpue";TRUE;"/index.php/estacion/index/id/155";"Valparaíso";"Quilpué";"272673 E 6340819 N";"19";-71.4345000749348;-33.0474413247694;"Material particulado MP 10";"(MP 10 - µg/m3N)";"PM10";"MICROBALANZA DE ELEMENTO OSCILANTE TEOM - THERMO 1400AB";2013-12-04;2016-10-12;NA;"//sinca.mma.gob.cl/cgi-bin/APUB-MMA/apub.htmlindico2.cgi?page=pageFrame&header=Quilpue&macropath=./RV/549/Cal/PM10&macro=PM10.horario.horario&from=131203&to=161013&";2020-07-16;"mp10";"ug/m3N";"./RV/549/Cal/PM10/PM10.horario.horario.ic";"131203";"161013";FALSE;"/cgi-bin/APUB-MMA/apub.tsindico2.cgi?outtype=xcl&macro=./RV/549/Cal/PM10/PM10.horario.horario.ic&from=131203&to=161013&path=/usr/airviro/data/CONAMA/&lang=esp";"Horario";2013;2016;"12";"10"
"V";"/index.php/region/index/id/V";"Quilpue";TRUE;"/index.php/estacion/index/id/155";"Valparaíso";"Quilpué";"272673 E 6340819 N";"19";-71.4345000749348;-33.0474413247694;"Material particulado MP 2,5";"(MP 2,5 - µg/m3)";"PM25";"ATENUACIÓN DE RADIACIÓN BETA - MET ONE BAM1020";2013-12-04;2016-10-12;NA;"//sinca.mma.gob.cl/cgi-bin/APUB-MMA/apub.htmlindico2.cgi?page=pageFrame&header=Quilpue&macropath=./RV/549/Cal/PM25&macro=PM25.diario.diario&from=131204&to=161012&";2020-07-16;"mp2.5";"ug/m3";"./RV/549/Cal/PM25/PM25.diario.diario.ic";"131204";"161012";FALSE;"/cgi-bin/APUB-MMA/apub.tsindico2.cgi?outtype=xcl&macro=./RV/549/Cal/PM25/PM25.diario.diario.ic&from=131204&to=161012&path=/usr/airviro/data/CONAMA/&lang=esp";"Diario";2013;2016;"12";"10"
